I II V1 V2 V3 V4 V5 V6
-3 0 8 7 9 10 7 5
-4 0 8 7 9 10 7 5
-3 0 8 7 9 9 7 4
-2 -2 7 6 8 8 6 3
0 -3 5 6 7 8 5 2
0 0 5 5 8 8 5 3
1 2 6 6 9 9 6 3
-2 0 6 6 9 9 6 3
-3 -2 6 7 9 9 6 3
-2 1 7 8 10 10 7 3
0 2 7 9 11 10 8 4
0 2 6 8 10 10 7 3
-2 1 6 9 11 10 7 3
-2 1 5 9 11 10 6 2
0 1 6 9 11 10 7 3
1 1 5 8 11 10 6 2
1 2 6 8 11 10 6 2
0 2 5 9 11 10 6 1
-2 2 5 10 11 11 6 2
-3 2 6 10 12 11 6 3
-2 3 7 10 12 10 5 2
-2 3 7 8 12 11 6 3
-2 3 5 8 11 11 6 3
0 3 5 8 12 11 6 3
0 3 5 8 12 12 6 4
0 3 5 8 13 12 7 5
0 3 5 9 14 13 9 6
0 3 5 9 14 13 9 6
-2 2 6 9 13 13 8 6
-2 0 5 8 13 12 8 5
0 0 5 10 13 12 9 5
0 1 4 9 12 11 9 5
-2 1 4 8 12 11 8 5
0 3 5 8 13 12 9 5
0 5 5 7 13 12 9 4
-3 2 4 7 13 12 9 4
-3 -2 3 6 11 10 7 2
0 -2 2 4 9 10 6 1
1 0 2 5 10 11 6 2
1 1 2 5 9 10 5 1
0 1 3 5 10 11 7 2
0 0 3 4 9 10 6 1
0 0 3 4 9 10 6 1
0 1 2 4 9 9 6 1
1 1 1 2 8 8 5 1
1 1 0 1 7 7 5 1
0 1 1 2 8 7 5 1
-3 1 0 2 8 7 4 0
-3 2 1 2 8 8 4 1
0 4 3 3 9 9 6 3
1 4 2 2 7 7 5 2
-2 1 0 1 6 6 3 0
-4 0 0 0 6 6 2 0
-3 1 0 -2 5 6 2 1
-2 2 0 -2 5 6 3 2
0 2 -3 -4 4 4 2 0
-2 2 -2 -3 4 4 2 1
-2 2 0 -3 4 5 2 0
-2 2 1 -3 5 5 2 1
-2 2 2 -2 5 5 3 1
-3 1 1 -3 5 4 2 1
-3 0 1 -2 5 4 3 2
-4 -2 0 -3 3 4 3 2
-4 -2 -2 -4 3 4 3 2
-3 -3 -3 -5 3 4 2 1
-3 -3 -3 -7 2 3 1 0
-3 -2 -3 -7 1 3 1 -2
-3 0 -3 -6 2 4 1 -2
-3 1 -4 -7 2 3 0 -3
-3 1 -3 -7 2 3 1 -3
-3 1 -3 -8 1 3 0 -4
-3 1 -2 -8 1 2 0 -5
-2 0 -3 -8 1 1 0 -5
-2 -2 -2 -8 2 3 1 -3
-2 0 -3 -9 1 3 0 -2
-2 0 -3 -8 1 3 1 -2
-3 -2 -3 -8 1 4 2 0
-4 -3 -3 -8 2 4 3 0
-4 -3 -3 -9 1 3 2 -2
-5 -2 -3 -9 0 2 2 -3
-4 -2 -3 -10 -2 1 1 -4
-3 0 -3 -9 0 1 1 -4
-2 0 -4 -10 -3 -2 -2 -5
-5 -3 -3 -9 -2 0 0 -5
-5 -2 -3 -10 -2 0 -2 -5
-2 0 -5 -11 -3 0 -2 -5
0 1 -5 -10 -3 1 0 -4
-4 0 -4 -10 -2 1 0 -4
-6 0 -4 -10 -2 1 -2 -4
-4 0 -3 -10 -4 0 -3 -4
-3 0 0 -9 -4 -2 -2 -4
-4 -2 -3 -11 -5 -2 -4 -5
-6 -3 -3 -11 -4 -2 -4 -5
-5 -2 -2 -10 -2 0 -2 -4
-4 0 -3 -11 -3 -2 -3 -4
-4 -2 -5 -12 -5 -3 -5 -6
-3 -2 -5 -12 -5 -4 -5 -5
-2 0 -3 -12 -4 -3 -4 -5
-2 1 -3 -12 -4 -3 -4 -4
-5 -2 -3 -11 -3 -2 -2 -3
-7 -3 -3 -11 -4 -2 -2 -3
-5 -3 -4 -12 -4 -2 -2 -3
-4 -2 -5 -13 -4 -2 -2 -4
-4 -3 -4 -11 -2 0 -2 -4
-4 -2 -5 -12 -3 -2 -4 -5
-4 0 -5 -12 -3 -2 -3 -5
-4 0 -6 -12 -4 -2 -3 -5
-5 -2 -5 -12 -4 -2 -3 -5
-5 -3 -5 -13 -5 -3 -4 -6
-6 -3 -4 -13 -4 -2 -3 -5
-6 -2 -4 -13 -3 -2 -3 -5
-6 -2 -3 -13 -3 -2 -3 -5
-6 0 -3 -12 -3 -2 -3 -4
-6 -2 -3 -12 -4 -2 -3 -4
-7 -2 -5 -12 -4 -3 -3 -5
-5 -2 -5 -13 -3 -2 -3 -6
-3 -2 -5 -13 -4 -3 -3 -6
-3 -2 -4 -12 -4 -3 -3 -5
0 0 -4 -12 -5 -4 -3 -5
1 2 -2 -10 -3 -2 -2 -4
-3 3 0 -9 -2 1 1 -2
-7 0 -3 -10 -3 1 1 -3
-7 -2 -5 -13 -5 -3 -2 -4
-5 1 -4 -12 -4 -2 0 -3
-4 4 -2 -10 -3 0 1 -3
-3 4 -2 -10 -2 0 0 -3
-3 5 0 -9 1 2 2 1
-5 6 0 -9 2 3 3 1
-4 7 1 -8 3 5 4 1
0 10 3 -6 4 6 5 2
1 11 4 -6 4 5 4 2
-3 9 5 -6 4 5 5 1
-3 8 5 -6 3 3 3 0
-4 7 6 -6 3 3 3 1
-4 7 5 -6 4 3 4 1
0 10 6 -5 5 4 4 3
1 12 7 -4 6 6 6 5
0 12 8 -2 7 8 8 5
-2 12 8 0 8 9 9 6
0 14 8 1 9 11 10 8
3 19 9 3 12 14 13 10
5 23 8 4 15 16 15 11
5 23 6 3 16 16 16 12
4 22 3 2 14 15 15 12
4 21 2 1 13 14 14 11
4 17 -2 0 11 13 13 9
5 14 -5 -3 9 11 11 7
6 13 -6 -5 6 9 9 6
6 12 -7 -7 4 7 7 5
6 13 -8 -8 4 6 7 6
9 13 -10 -10 3 5 7 6
9 12 -10 -10 3 5 7 6
7 10 -10 -10 2 5 7 6
4 11 -10 -10 2 5 7 7
4 12 -11 -12 1 4 7 7
4 14 -11 -13 1 4 8 7
5 16 -10 -13 1 4 8 8
4 16 -10 -13 1 4 8 8
2 15 -9 -14 0 4 8 8
-2 13 -7 -14 0 4 7 8
-4 9 -6 -14 -3 2 5 5
-7 5 -5 -15 -4 0 3 2
-6 3 -5 -15 -4 0 3 1
-5 1 -5 -16 -4 -2 2 -2
-5 -3 -7 -17 -5 -3 0 -3
-9 -8 -9 -19 -8 -5 -3 -6
-11 -10 -11 -21 -10 -9 -8 -8
-10 -9 -10 -20 -10 -10 -9 -9
-9 -8 -10 -20 -11 -10 -9 -9
-8 -7 -10 -21 -11 -10 -9 -9
-7 -7 -10 -21 -11 -10 -8 -8
-8 -8 -10 -20 -11 -9 -8 -7
-7 -7 -10 -20 -12 -10 -8 -7
-6 -7 -9 -20 -11 -10 -8 -7
-7 -8 -10 -20 -11 -10 -8 -7
-8 -9 -10 -19 -10 -9 -7 -6
-9 -9 -9 -19 -9 -8 -6 -5
-9 -8 -8 -19 -9 -7 -4 -4
-9 -8 -8 -18 -8 -6 -3 -3
-8 -7 -8 -18 -8 -6 -3 -3
-7 -7 -7 -18 -8 -5 -3 -3
-9 -8 -8 -18 -9 -6 -4 -5
-11 -9 -9 -18 -9 -7 -5 -7
-10 -9 -7 -17 -8 -6 -5 -8
-8 -8 -6 -17 -7 -7 -5 -8
-9 -8 -7 -18 -8 -8 -6 -9
-10 -8 -8 -19 -10 -9 -8 -11
-9 -7 -7 -18 -9 -9 -7 -9
-8 -6 -7 -18 -8 -8 -6 -7
-7 -7 -7 -17 -7 -7 -4 -5
-8 -8 -7 -17 -7 -6 -3 -4
-9 -8 -8 -18 -8 -7 -4 -4
-10 -9 -7 -18 -8 -7 -4 -4
-10 -9 -7 -18 -8 -7 -4 -5
-9 -9 -7 -19 -9 -8 -6 -7
-9 -9 -7 -19 -9 -8 -6 -7
-9 -9 -7 -19 -9 -8 -6 -8
-7 -7 -6 -17 -7 -7 -5 -7
-6 -6 -6 -16 -7 -7 -6 -8
-9 -9 -6 -17 -8 -8 -7 -9
-9 -10 -5 -16 -8 -8 -8 -10
-8 -9 -5 -14 -7 -7 -8 -10
-9 -8 -3 -11 -5 -7 -9 -11
-10 -9 1 -7 -3 -7 -9 -12
-11 -11 4 1 2 -7 -10 -14
-11 -12 9 11 10 -2 -10 -15
-11 -11 13 23 22 7 -6 -12
-11 -9 18 37 37 20 4 -8
-10 -5 23 54 58 37 15 0
-7 3 31 77 86 62 33 12
-3 12 39 101 119 94 57 27
3 20 45 117 154 130 81 42
7 23 53 137 194 170 108 58
14 27 60 152 232 209 134 72
22 35 65 161 265 245 161 91
32 48 65 160 286 274 186 110
40 56 50 136 281 280 197 123
48 60 19 80 234 251 191 129
53 62 -25 -7 140 177 160 123
53 65 -74 -131 4 68 111 110
46 61 -119 -274 -143 -49 51 88
34 45 -155 -407 -276 -158 -19 49
24 18 -194 -517 -391 -254 -83 8
23 -4 -238 -594 -471 -314 -124 -16
28 -12 -266 -611 -489 -327 -135 -22
32 -15 -273 -585 -471 -318 -134 -23
30 -15 -271 -555 -451 -308 -135 -23
21 -8 -260 -520 -426 -291 -130 -22
8 9 -235 -466 -381 -261 -115 -16
-3 23 -210 -410 -331 -227 -97 -7
-6 28 -195 -369 -296 -203 -86 -4
-5 25 -185 -336 -268 -186 -79 -6
-5 24 -174 -301 -239 -166 -72 -8
-7 25 -159 -265 -208 -144 -62 -6
-9 22 -148 -235 -185 -128 -56 -7
-8 18 -136 -208 -165 -115 -53 -10
-5 15 -119 -180 -144 -102 -48 -11
-4 13 -99 -148 -119 -86 -39 -9
-4 11 -78 -118 -95 -68 -31 -7
-4 7 -60 -90 -72 -52 -23 -4
-5 3 -48 -70 -58 -43 -19 -3
-4 1 -38 -56 -46 -34 -15 -3
-4 0 -30 -43 -34 -27 -12 -3
-4 -2 -23 -32 -27 -21 -9 -2
-5 -2 -17 -23 -21 -18 -9 0
-4 -3 -12 -20 -18 -16 -8 -2
-6 -5 -10 -16 -17 -15 -9 -3
-9 -9 -9 -15 -17 -15 -10 -4
-9 -9 -9 -13 -16 -15 -10 -6
-5 -7 -8 -11 -14 -14 -9 -7
-4 -7 -6 -7 -12 -12 -8 -7
-5 -8 -6 -6 -11 -12 -10 -7
-6 -9 -7 -6 -11 -13 -11 -8
-5 -8 -6 -4 -9 -10 -9 -6
-4 -7 -5 -3 -7 -10 -9 -4
-4 -6 -4 0 -7 -9 -8 -3
-4 -6 -2 3 -5 -8 -7 -4
-5 -7 1 4 -4 -7 -7 -5
-6 -9 0 4 -3 -8 -6 -6
-6 -11 1 5 -3 -8 -6 -7
-6 -11 1 7 -2 -8 -6 -6
-5 -11 1 8 0 -7 -5 -6
-5 -10 1 8 0 -7 -5 -6
-4 -9 2 10 1 -5 -4 -5
-3 -8 0 10 2 -5 -4 -5
-5 -9 1 11 2 -5 -5 -5
-7 -10 2 11 2 -6 -5 -5
-7 -10 4 13 3 -5 -4 -4
-6 -9 4 13 4 -5 -4 -5
-5 -9 5 14 6 -3 -3 -4
-4 -9 6 16 7 -2 -3 -3
-4 -9 6 17 6 -2 -2 -2
-4 -8 5 17 5 -2 -2 -2
-3 -8 5 18 6 0 -2 0
-3 -7 6 19 7 0 -2 0
-4 -7 7 20 8 1 -2 0
-5 -8 9 21 9 1 1 0
-5 -9 8 22 10 1 0 -2
-5 -10 8 23 10 0 -2 -3
-3 -9 9 24 11 1 -2 -4
0 -7 9 25 12 1 -2 -4
0 -7 8 25 12 2 -2 -4
-2 -6 8 25 12 3 -2 -4
0 -6 7 26 12 3 -2 -4
0 -7 7 27 13 4 -2 -4
-2 -7 8 28 13 4 -2 -4
0 -5 10 30 15 4 0 -4
0 -6 11 32 16 5 0 -3
-4 -8 12 33 17 4 -2 -4
-4 -8 12 34 17 4 -2 -4
-3 -8 12 34 17 4 -2 -4
-3 -10 11 35 17 4 -2 -4
-3 -8 11 35 18 5 0 -2
2 -4 12 37 19 6 3 1
3 0 13 39 21 7 4 3
0 -5 13 40 20 7 2 3
-3 -7 14 42 22 8 3 4
0 -6 15 44 23 9 5 4
0 -6 17 47 26 12 6 5
1 -6 16 47 26 10 5 4
1 -6 16 48 26 9 5 3
1 -6 16 50 26 10 6 4
1 -5 16 52 28 12 7 5
1 -4 17 54 28 13 8 6
1 -4 17 55 30 14 8 6
3 -4 16 55 30 13 7 6
4 -3 17 56 30 13 7 5
3 -3 19 60 33 16 9 7
1 -3 20 62 35 17 10 7
1 -4 22 64 37 18 11 8
2 -3 21 66 37 17 11 7
3 0 21 67 37 17 11 7
5 2 20 68 38 18 11 7
6 3 19 69 39 19 11 7
6 4 19 71 40 20 11 8
5 4 20 73 43 21 12 8
3 5 22 75 44 21 13 8
4 6 24 77 46 23 14 10
7 6 25 80 46 23 15 11
7 6 25 82 48 24 16 12
7 6 25 85 49 25 17 12
8 6 24 86 50 26 16 13
10 8 25 88 52 27 17 14
11 10 25 89 53 27 18 15
10 10 25 90 52 26 18 15
9 8 26 92 52 26 17 15
9 8 28 95 53 28 18 16
10 9 30 98 56 30 21 18
11 10 30 99 57 30 21 19
12 10 30 101 57 30 21 20
12 11 29 101 56 28 20 19
12 11 28 102 55 28 20 19
11 11 28 103 56 28 20 20
10 11 27 102 55 28 20 20
11 13 27 103 56 28 19 21
15 15 28 103 55 27 19 20
15 15 28 104 54 25 18 18
13 12 28 104 54 25 18 17
14 12 28 103 53 23 16 16
14 13 29 104 53 23 17 17
15 14 29 103 51 21 16 17
15 14 28 103 49 20 15 17
14 13 27 101 47 17 14 16
13 12 26 99 46 16 13 16
12 13 28 99 46 16 14 17
12 14 28 98 44 15 12 16
12 13 29 98 44 14 11 16
13 13 28 96 40 12 9 15
13 13 28 94 39 11 8 14
13 12 28 93 39 10 8 13
13 12 27 91 36 7 6 11
13 11 26 89 34 6 5 11
13 11 25 86 31 4 4 11
13 11 24 84 28 3 3 11
13 11 24 81 27 1 2 10
15 11 24 79 25 1 1 11
15 11 25 77 24 0 1 11
14 10 26 76 23 0 1 11
12 8 26 74 22 -2 1 10
11 7 26 72 22 -3 1 10
11 8 25 70 20 -5 0 10
13 9 22 67 18 -7 -3 8
12 9 20 64 15 -9 -5 7
10 7 18 60 12 -10 -6 3
8 6 18 59 12 -10 -6 3
10 7 20 58 13 -9 -5 4
12 8 20 56 13 -8 -5 4
11 7 20 55 12 -7 -4 4
9 6 20 53 13 -7 -4 3
8 5 21 51 14 -5 -3 4
8 4 19 49 13 -5 -3 3
8 3 18 46 11 -7 -4 2
6 3 17 44 12 -7 -5 2
5 3 16 42 12 -6 -6 2
4 4 17 39 12 -5 -5 2
4 5 17 36 12 -4 -5 2
3 3 16 34 11 -4 -5 0
2 2 15 31 10 -5 -5 -2
3 3 14 29 9 -5 -5 -3
4 4 14 26 9 -5 -5 -3
2 3 13 24 9 -4 -5 -3
1 1 12 23 8 -4 -4 -3
2 2 12 22 8 -3 -3 0
2 2 10 20 7 -2 -3 1
-2 1 9 17 6 -2 -3 1
-4 0 9 15 5 0 -2 1
-2 1 10 14 5 0 0 1
-2 1 11 13 6 1 0 2
-4 -2 10 12 5 1 0 2
-6 -4 10 12 5 2 1 2
-4 -4 8 9 4 0 -2 -2
-2 -3 7 6 3 -2 -3 -4
-2 -2 7 5 2 -2 -2 -4
-3 0 6 3 1 -2 -2 -4
-4 -2 5 1 0 -3 -4 -6
-5 -3 6 1 -2 -3 -4 -5
-5 -3 7 1 0 -2 -3 -5
-5 -3 6 0 0 -2 -4 -5
-5 -3 5 -2 -2 -3 -5 -5
-6 -3 5 -2 -4 -4 -5 -5
-5 -3 5 -3 -4 -4 -4 -5
-5 -3 4 -3 -4 -4 -5 -5
-5 -3 3 -4 -4 -4 -5 -5
-6 -2 3 -4 -4 -3 -4 -4
-6 -2 3 -5 -4 -3 -4 -3
-7 -2 4 -5 -4 -3 -4 -3
-7 -3 5 -5 -3 -3 -3 -3
-6 -3 4 -5 -3 -3 -3 -3
-5 -3 4 -4 -2 -2 -3 -3
-7 -3 4 -3 -2 -2 -3 -4
-8 -3 3 -4 -2 -3 -3 -5
-6 0 3 -4 -3 -2 -2 -4
-5 0 3 -5 -3 -2 -3 -4
-6 -2 4 -4 -3 -2 -3 -4
-7 -2 3 -4 -4 -4 -3 -4
-8 -2 4 -4 -3 -3 -2 -3
-8 -2 4 -4 -2 -2 -2 -3
-6 0 4 -3 -2 -2 -2 -3
-5 2 4 -3 -2 -2 -2 -4
-5 2 5 -2 0 0 0 -4
-5 2 6 0 0 0 0 -4
-5 1 5 0 0 0 0 -4
-7 1 4 0 0 0 -2 -4
-9 1 3 -2 -2 -2 -3 -5
-9 0 5 0 1 1 0 -3
-9 0 5 0 2 2 1 -2
-6 1 5 1 3 2 0 -2
-3 4 6 3 4 3 1 0
-4 2 6 3 3 3 0 0
-6 -2 4 2 2 2 -2 -2
-5 0 4 2 2 1 0 -3
-5 1 5 4 4 2 1 -3
-8 0 4 3 4 2 0 -4
-8 0 3 2 3 1 -3 -5
-7 1 4 3 4 3 0 -4
-6 2 4 3 4 3 0 -4
-6 2 4 4 5 3 0 -5
-7 2 5 5 6 4 0 -4
-7 1 7 7 8 6 1 -2
-7 1 7 8 8 6 2 -2
-7 0 6 8 8 6 2 -2
-7 0 6 8 9 6 3 0
-7 0 6 8 9 6 3 1
-6 0 6 7 8 7 4 1
-6 0 5 7 8 7 4 1
-6 1 5 7 8 8 4 2
-6 2 6 7 9 9 5 2
-6 2 7 7 8 9 5 1
-6 2 7 8 9 10 6 1
-5 2 8 9 10 11 6 1
-6 1 7 9 10 10 5 0
-7 1 8 10 11 11 5 1
-6 2 7 8 11 10 5 0
-5 2 6 8 10 9 5 0
-5 1 6 7 10 9 4 0
-6 1 6 7 11 10 4 0
-7 1 7 8 11 11 4 0
-7 0 6 7 10 10 3 -2
-6 -2 6 6 10 9 4 0
-5 1 7 7 10 9 4 0
-6 2 9 8 12 11 5 2
-6 3 8 9 12 11 6 2
-5 2 6 8 11 10 5 1
-4 1 4 6 10 9 5 -2
-6 -2 5 6 10 9 5 0
-6 0 5 5 9 9 5 1
-7 -2 4 4 8 8 4 0
-8 -5 5 4 9 8 5 1
-8 -5 6 5 10 9 5 0
-6 -2 6 6 9 9 4 -2
-6 0 6 6 10 8 3 -2
-8 -3 5 4 9 8 3 -3
-8 -3 5 3 7 7 2 -4
-8 -2 5 3 7 7 2 -4
-7 0 4 2 6 6 2 -4
-7 1 5 2 7 7 2 -3
-7 0 5 2 7 7 3 -3
-6 -2 5 2 7 7 3 -2
-5 -3 4 1 6 6 2 -3
-6 -3 4 1 5 5 2 -4
-7 -4 4 1 5 6 2 -3
-7 -5 4 0 5 6 2 -3
-7 -5 5 -2 5 6 2 -3
-7 -4 6 0 5 7 2 -3
-7 -4 6 0 5 7 2 -4
-7 -4 5 -3 5 7 2 -5
-8 -5 6 -2 6 7 2 -4
-6 -5 6 0 6 7 2 -4
-5 -5 7 1 6 8 2 -3
-6 -5 6 0 5 6 1 -5
-8 -7 6 -2 5 5 0 -6
-7 -6 5 -3 5 5 0 -5
-7 -6 4 -4 4 5 0 -5
-9 -8 4 -5 3 4 0 -6
-9 -7 5 -4 4 5 1 -5
-6 -5 5 -4 4 5 1 -4
-7 -5 4 -5 3 4 1 -4
-9 -7 4 -5 3 5 1 -4
-9 -7 5 -4 3 6 2 -3
-6 -6 5 -4 3 6 2 -3
-5 -6 4 -4 3 6 2 -4
-8 -8 3 -5 3 5 1 -5
-9 -8 2 -6 2 4 1 -5
-7 -8 1 -7 2 3 -2 -5
-7 -8 2 -7 2 3 -2 -5
-8 -8 3 -6 2 4 1 -4
-7 -7 4 -6 2 4 0 -5
-6 -7 5 -5 2 5 0 -5
-8 -9 5 -6 1 4 0 -6
-8 -10 5 -7 0 3 -2 -7
-7 -9 5 -6 2 3 -2 -5
-7 -10 3 -7 1 3 -2 -6
-9 -11 1 -8 0 3 -2 -7
-8 -9 1 -9 -2 2 -3 -7
-7 -8 3 -8 -2 3 -3 -5
-6 -7 4 -8 -2 3 -2 -5
-8 -7 4 -9 -3 2 -3 -7
-8 -8 5 -8 0 2 -2 -6
-8 -8 5 -8 0 2 -3 -7
-9 -9 4 -8 -3 1 -3 -8
-9 -9 4 -9 -3 0 -4 -8
-9 -9 4 -10 -2 0 -3 -8
-9 -8 3 -9 -2 1 -3 -7
-9 -8 3 -9 -2 1 -3 -7
-9 -8 2 -9 -2 2 -3 -7
-7 -8 1 -11 -3 1 -4 -8
-8 -7 2 -11 -3 1 -4 -8
-9 -7 4 -8 0 2 -3 -6
-7 -6 4 -7 0 2 -2 -6
-7 -6 3 -8 -2 2 -4 -7
-9 -9 2 -10 -3 0 -5 -9
-9 -9 2 -10 -3 0 -4 -9
-7 -6 3 -9 -2 1 -3 -7
-6 -7 2 -10 -3 0 -4 -7
-8 -9 2 -10 -4 0 -4 -7
-9 -10 3 -10 -3 1 -4 -7
-10 -10 3 -9 -3 2 -3 -7
-10 -10 4 -9 -3 2 -3 -7
-9 -11 3 -9 -3 1 -4 -8
-9 -11 3 -9 -4 0 -4 -9
-9 -12 2 -10 -4 0 -5 -9
-9 -11 2 -10 -4 0 -4 -8
-7 -8 3 -10 -4 0 -4 -8
-6 -6 4 -10 -3 1 -4 -9
-7 -7 3 -10 -3 1 -4 -8
-9 -8 3 -10 -3 1 -5 -8
-9 -7 4 -9 -3 2 -4 -7
-7 -7 5 -8 -3 1 -4 -7
-7 -7 5 -9 -3 1 -4 -7
-9 -8 5 -9 -3 2 -3 -6
-10 -9 6 -8 -2 3 -2 -6
-10 -9 6 -7 0 3 -2 -6
-9 -7 6 -7 1 4 -2 -6
-8 -5 6 -7 1 4 0 -5
-7 -4 6 -7 1 4 0 -5
-8 -3 6 -7 2 4 0 -5
-8 -2 8 -6 3 6 2 -5
-7 1 10 -4 4 7 3 -4
-6 3 11 -3 5 8 3 -3
-6 2 11 -4 5 7 2 -5
-6 0 12 -5 5 6 1 -6
-6 1 11 -5 4 5 0 -6
-4 3 13 -4 5 6 2 -4
-3 4 13 -3 6 7 2 -4
-6 2 13 -3 6 8 3 -4
-8 3 13 -3 6 9 4 -3
-7 5 15 1 9 12 7 0
-6 7 15 3 11 14 8 1
-5 9 15 4 12 15 8 2
-3 13 14 4 13 16 10 4
0 17 13 4 14 18 12 5
2 20 12 4 16 19 14 7
4 20 10 3 15 19 14 8
3 17 7 2 13 18 13 8
1 12 6 1 12 16 12 8
0 7 4 -3 9 13 10 6
1 5 3 -5 7 11 8 5
1 4 2 -6 6 10 7 4
0 4 2 -6 5 11 7 4
1 4 0 -8 3 9 6 3
4 5 0 -7 3 9 7 4
4 4 0 -7 4 10 7 5
3 3 -2 -9 3 9 5 4
3 5 -3 -11 1 8 4 3
4 10 -3 -12 0 8 4 2
2 11 -2 -12 2 8 6 4
-3 9 -2 -11 1 7 5 3
-4 8 -3 -13 -2 5 3 1
-3 6 0 -13 -2 5 3 0
-5 4 1 -13 -2 4 1 -2
-7 0 3 -12 -2 4 0 -4
-9 -5 4 -12 -3 3 -2 -6
-10 -8 2 -14 -4 1 -4 -8
-11 -11 1 -16 -6 -2 -6 -9
-10 -12 0 -17 -8 -4 -8 -11
-9 -13 -2 -18 -10 -5 -9 -12
-9 -13 -3 -18 -10 -6 -10 -12
-8 -11 1 -16 -8 -4 -7 -10
-7 -10 1 -16 -7 -3 -7 -10
-9 -12 0 -17 -9 -4 -8 -11
-10 -14 -3 -17 -9 -5 -9 -12
-9 -14 -4 -18 -10 -6 -9 -12
-9 -14 -4 -18 -10 -6 -9 -12
-10 -15 -4 -18 -9 -6 -9 -12
-12 -15 -2 -17 -8 -5 -8 -11
-12 -15 1 -16 -7 -3 -7 -10
-11 -14 1 -16 -8 -4 -7 -10
-10 -14 1 -16 -8 -4 -7 -11
-10 -14 1 -16 -8 -4 -8 -11
-11 -14 1 -16 -9 -4 -9 -12
-11 -15 1 -16 -9 -4 -9 -12
-11 -14 1 -16 -8 -4 -9 -12
-10 -14 2 -16 -8 -3 -9 -12
-9 -14 1 -17 -8 -4 -9 -12
-9 -14 1 -16 -7 -3 -9 -12
-9 -14 2 -17 -8 -4 -9 -12
-11 -14 2 -16 -8 -4 -9 -12
-12 -15 3 -15 -7 -4 -8 -11
-10 -14 4 -14 -7 -3 -8 -11
-9 -13 5 -14 -7 -2 -8 -10
-10 -14 5 -14 -6 -2 -8 -10
-12 -15 4 -14 -6 -2 -8 -10
-11 -14 2 -15 -7 -4 -9 -12
-11 -13 2 -15 -7 -4 -9 -11
-11 -13 3 -14 -6 -3 -8 -11
-11 -13 3 -14 -5 -2 -8 -11
-11 -14 3 -14 -5 -2 -8 -11
-12 -15 3 -14 -5 -2 -7 -10
-12 -16 4 -14 -6 -2 -7 -11
-11 -15 5 -12 -7 -2 -8 -12
-10 -14 8 -7 -4 0 -7 -11
-11 -15 8 -6 -2 0 -9 -13
-14 -18 11 -3 1 -2 -11 -15
-15 -18 16 7 6 1 -12 -17
-13 -17 21 18 16 6 -10 -17
-10 -16 23 29 27 14 -7 -16
-10 -14 28 45 44 27 4 -11
-10 -9 37 65 67 48 18 0
-9 -2 47 88 98 75 37 12
-4 6 53 108 132 108 61 27
2 15 58 127 171 146 88 43
9 21 66 150 214 189 114 58
15 24 74 168 252 229 140 74
20 31 77 176 283 266 168 94
29 45 72 172 304 294 193 113
39 55 52 142 293 297 204 127
48 59 17 84 240 261 194 131
54 60 -28 -8 141 184 163 127
54 63 -78 -139 1 73 114 112
46 57 -123 -286 -151 -48 51 86
33 34 -160 -418 -288 -159 -21 46
25 6 -202 -527 -403 -255 -86 6
25 -13 -242 -594 -473 -308 -120 -15
29 -21 -264 -598 -483 -316 -129 -19
30 -24 -266 -568 -464 -306 -130 -20
27 -21 -263 -539 -444 -296 -130 -22
17 -12 -248 -502 -414 -278 -123 -21
3 3 -223 -446 -367 -247 -109 -15
-7 16 -199 -393 -319 -214 -93 -8
-8 20 -186 -353 -285 -190 -81 -5
-8 17 -175 -319 -258 -173 -75 -7
-10 15 -163 -285 -229 -155 -70 -10
-11 17 -151 -252 -200 -135 -62 -9
-7 18 -138 -222 -176 -118 -55 -8
-5 16 -122 -193 -154 -103 -50 -9
-7 13 -104 -163 -132 -88 -43 -9
-7 11 -83 -133 -108 -71 -35 -8
-6 8 -63 -102 -83 -56 -28 -5
-7 2 -47 -79 -65 -44 -23 -5
-6 -5 -35 -61 -52 -34 -20 -5
-4 -6 -26 -47 -39 -26 -16 -5
-5 -7 -18 -35 -30 -20 -13 -4
-6 -8 -11 -25 -23 -15 -10 -3
-5 -8 -6 -18 -18 -12 -9 -2
-6 -10 -3 -13 -15 -10 -8 -3
-8 -11 -2 -11 -14 -9 -8 -3
-8 -11 1 -9 -11 -8 -8 -3
-7 -12 2 -6 -10 -8 -7 -3
-9 -14 0 -7 -10 -8 -9 -7
-9 -15 1 -4 -9 -8 -8 -7
-8 -14 3 -2 -8 -7 -9 -7
-9 -13 3 0 -7 -6 -9 -7
-9 -13 2 1 -6 -7 -9 -8
-9 -13 4 3 -5 -6 -9 -8
-8 -13 6 4 -4 -5 -9 -9
-9 -14 7 5 -3 -5 -9 -10
-9 -14 9 9 0 -4 -8 -9
-8 -12 11 12 2 0 -6 -9
-6 -13 12 13 4 0 -5 -8
-5 -13 10 12 3 -2 -7 -9
-2 -12 10 13 2 -2 -8 -10
-3 -12 10 14 3 -2 -7 -10
-5 -12 11 14 3 0 -7 -9
-8 -13 11 15 3 0 -7 -8
-8 -13 12 16 5 2 -7 -7
-8 -12 14 17 6 3 -6 -6
-8 -13 15 19 7 3 -5 -6
-7 -13 15 20 8 3 -5 -6
-7 -14 15 21 9 3 -5 -6
-6 -14 15 22 9 4 -3 -5
-6 -14 15 22 9 3 -4 -5
-6 -14 15 22 8 3 -5 -6
-5 -13 14 22 9 3 -5 -6
