I II V1 V2 V3 V4 V5 V6
0 -15 6 -5 -15 -20 -17 -10
0 -15 6 -5 -16 -20 -18 -10
0 -15 5 -6 -16 -20 -19 -10
-2 -16 5 -6 -15 -19 -18 -9
-2 -16 6 -4 -15 -19 -17 -9
0 -15 6 -4 -15 -19 -17 -10
1 -14 6 -3 -14 -18 -15 -9
2 -14 5 -4 -14 -19 -16 -10
2 -14 5 -5 -15 -19 -18 -10
1 -14 6 -4 -14 -19 -18 -9
0 -14 6 -4 -14 -19 -18 -9
0 -15 5 -4 -14 -18 -18 -9
0 -15 5 -4 -14 -18 -17 -9
0 -16 6 -4 -14 -17 -16 -8
-2 -16 6 -5 -15 -19 -18 -9
-4 -16 6 -6 -17 -22 -20 -11
-7 -18 5 -8 -21 -27 -24 -13
-9 -20 5 -10 -23 -31 -27 -16
-11 -21 6 -11 -24 -33 -28 -18
-10 -18 7 -10 -23 -32 -28 -18
-3 -12 12 -5 -17 -25 -23 -15
5 -6 17 5 -7 -16 -18 -12
2 -10 19 13 5 -6 -13 -10
-2 -15 20 23 18 7 -9 -8
0 -15 22 35 35 23 1 -4
4 -11 23 49 54 44 15 6
9 -5 19 55 67 63 30 16
17 7 13 55 80 88 53 31
25 19 5 48 91 117 78 50
30 28 -9 31 95 146 105 67
32 36 -25 9 91 169 130 85
35 45 -44 -17 81 183 149 99
39 50 -57 -37 70 190 159 109
42 51 -63 -56 54 183 158 109
38 47 -62 -74 29 161 144 102
30 36 -61 -95 -4 127 119 88
20 25 -61 -114 -38 85 90 69
12 21 -62 -129 -70 40 55 47
7 20 -58 -132 -93 -3 21 25
1 19 -53 -127 -107 -38 -7 9
-4 18 -49 -115 -110 -61 -22 0
-5 17 -46 -99 -102 -67 -28 -7
-6 12 -40 -81 -87 -62 -29 -8
-6 7 -34 -69 -73 -56 -27 -8
-3 8 -30 -59 -62 -49 -24 -8
2 8 -27 -49 -50 -39 -20 -6
3 5 -23 -37 -39 -31 -15 -5
2 3 -19 -29 -33 -26 -13 -5
3 4 -16 -24 -27 -24 -13 -5
3 3 -12 -17 -22 -20 -13 -6
1 0 -9 -14 -21 -20 -15 -8
-2 -2 -7 -12 -18 -19 -14 -8
-2 -2 -4 -10 -15 -18 -13 -8
-2 -2 -3 -8 -13 -17 -13 -8
-3 -4 1 -6 -11 -16 -13 -8
-3 -6 1 -4 -10 -16 -13 -8
-3 -6 2 -3 -10 -17 -14 -9
1 -3 3 -2 -10 -16 -13 -9
3 1 4 1 -9 -15 -13 -9
3 0 4 2 -8 -14 -12 -9
0 -4 3 1 -8 -16 -14 -11
-5 -8 1 -2 -10 -18 -16 -12
-9 -13 1 -3 -10 -18 -17 -13
-10 -16 0 -3 -11 -19 -18 -14
-8 -12 3 0 -9 -18 -15 -11
2 -2 5 3 -6 -16 -13 -9
11 8 7 7 -3 -12 -10 -7
10 6 6 7 -2 -12 -10 -8
2 -4 5 5 -3 -13 -12 -10
-3 -8 5 4 -5 -14 -12 -10
-3 -8 5 4 -5 -15 -12 -10
-4 -8 5 4 -5 -15 -13 -11
-4 -9 4 3 -5 -16 -14 -11
-3 -7 5 3 -4 -16 -13 -10
1 -5 7 6 0 -12 -11 -8
4 0 7 7 0 -10 -10 -7
6 0 7 8 1 -10 -9 -6
3 -4 6 7 0 -11 -9 -7
1 -6 6 7 0 -11 -10 -9
1 -5 7 8 1 -11 -10 -9
0 -5 6 8 1 -12 -10 -10
-3 -7 5 8 0 -12 -10 -10
-2 -7 5 8 0 -12 -10 -10
0 -6 4 6 -2 -12 -12 -10
0 -5 4 6 -2 -12 -12 -9
0 -5 4 5 -2 -12 -11 -9
0 -5 5 6 1 -11 -10 -9
1 -5 4 6 1 -11 -10 -9
0 -5 3 6 0 -11 -11 -10
0 -4 4 7 1 -10 -10 -9
0 -2 5 9 3 -9 -9 -8
1 -2 6 10 5 -8 -7 -7
0 -3 5 9 3 -9 -8 -8
-3 -5 4 8 3 -9 -8 -7
-4 -7 5 9 4 -8 -8 -7
-2 -6 5 8 3 -8 -8 -7
0 -6 4 8 2 -9 -8 -7
-3 -6 4 9 4 -7 -7 -7
-3 -6 4 9 4 -8 -7 -7
-2 -6 4 10 4 -8 -8 -7
0 -6 4 9 4 -9 -9 -9
0 -4 5 10 6 -9 -7 -9
-2 -4 5 9 6 -9 -8 -9
-4 -6 3 8 5 -9 -9 -10
-3 -5 4 10 6 -8 -8 -9
1 -2 4 11 6 -6 -7 -7
1 -2 3 10 6 -6 -7 -6
0 -4 3 10 6 -6 -6 -7
-3 -5 3 10 6 -6 -6 -7
-4 -5 2 9 5 -7 -6 -8
-3 -4 2 10 6 -7 -6 -8
0 -3 3 12 7 -5 -4 -7
1 -2 4 13 8 -4 -3 -5
-2 -3 3 11 7 -5 -5 -6
-5 -5 2 10 7 -6 -6 -8
-5 -5 1 9 6 -6 -7 -8
-6 -6 0 9 7 -6 -7 -8
-8 -7 1 9 7 -6 -7 -9
-5 -4 1 11 8 -5 -6 -8
2 6 3 13 11 -2 -3 -5
5 8 4 14 12 -2 -3 -4
0 1 2 13 11 -3 -4 -5
-5 -3 1 13 11 -3 -3 -6
-2 1 2 13 12 -2 -2 -5
2 4 3 14 13 1 0 -3
2 3 2 14 13 1 0 -3
1 2 2 14 12 2 0 -3
0 2 2 14 12 2 -2 -4
-2 2 1 13 12 1 -2 -5
-3 1 2 14 12 1 -3 -6
-3 1 1 14 11 0 -4 -7
-4 1 1 14 12 0 -4 -7
-4 3 1 14 13 1 -3 -7
-3 5 0 13 13 2 -2 -6
-2 6 -3 13 14 2 0 -6
-3 5 -2 14 15 4 1 -5
-4 4 -3 13 14 4 0 -5
-5 2 -3 13 14 4 0 -5
-7 0 -2 14 15 5 1 -5
-7 0 -2 14 16 5 1 -5
-5 3 -2 16 18 6 3 -4
0 7 -2 17 19 7 5 -2
-2 7 0 17 20 8 5 -2
-5 5 -4 15 17 6 2 -4
-4 7 -5 15 18 7 2 -5
-2 9 -4 16 20 10 4 -3
-3 7 -4 15 19 10 4 -3
-5 4 -5 15 19 10 4 -4
-5 5 -5 17 21 12 5 -3
2 11 -4 20 23 14 8 1
5 15 0 22 26 17 10 3
3 15 0 22 27 18 10 3
0 12 -2 21 27 18 11 4
-2 11 -4 20 27 19 12 4
1 12 -4 20 28 20 13 5
2 13 -4 21 30 22 15 8
2 14 -5 21 29 23 16 9
1 14 -5 21 29 24 16 8
0 13 -6 20 28 23 15 6
0 12 -4 21 30 24 16 7
0 12 -4 22 31 24 15 7
0 12 -5 22 32 24 14 6
-4 11 -6 21 33 25 14 6
-5 12 -7 21 33 25 14 5
-2 16 -7 22 34 27 15 5
1 18 -7 21 34 28 16 6
0 17 -8 21 34 28 16 7
-4 15 -8 21 34 28 17 8
-6 12 -10 19 32 27 16 6
-9 9 -11 18 32 27 16 6
-8 10 -9 19 33 29 18 7
-2 16 -6 22 37 32 22 11
8 26 -4 24 40 35 25 14
11 28 -4 26 42 38 27 17
5 23 -7 23 38 35 26 15
0 20 -8 21 37 34 26 15
2 23 -9 19 35 33 25 14
4 24 -9 19 34 31 24 14
4 23 -10 19 35 31 24 15
3 22 -10 20 34 31 24 14
2 22 -9 20 33 31 24 15
1 22 -10 17 30 29 23 14
1 21 -12 13 27 26 22 13
1 20 -10 13 26 25 22 13
1 20 -10 12 24 23 21 12
0 20 -10 11 22 21 19 12
0 20 -11 10 19 19 17 11
0 21 -10 10 19 18 16 10
2 22 -11 9 17 15 14 8
1 21 -12 7 14 11 10 5
-2 20 -11 5 11 7 7 3
-3 19 -11 4 10 6 7 3
-3 18 -11 2 8 4 7 2
-4 17 -11 2 7 3 7 2
-5 15 -12 1 4 1 5 1
-7 11 -11 0 2 -2 4 1
-6 10 -11 0 1 -3 3 0
-5 12 -9 1 1 -3 5 1
-3 14 -8 1 1 -3 5 2
-2 16 -9 1 1 -4 5 2
0 16 -9 0 1 -5 3 1
-3 14 -8 0 1 -6 3 1
-5 11 -8 -2 -2 -8 1 -2
-5 10 -6 0 0 -7 1 -2
-2 12 -6 1 0 -6 2 0
1 15 -6 0 -2 -6 2 -2
-2 13 -5 0 -3 -8 1 -2
-5 11 -7 -3 -7 -12 -3 -4
-5 10 -8 -4 -8 -13 -3 -5
-5 9 -7 -3 -6 -13 -3 -6
-3 12 -8 -3 -7 -13 -5 -7
0 15 -7 -2 -6 -12 -4 -5
1 17 -6 -2 -6 -12 -3 -4
0 15 -6 -2 -7 -13 -4 -5
-4 13 -8 -3 -9 -15 -7 -7
-5 12 -8 -4 -9 -16 -7 -6
-5 11 -9 -5 -10 -17 -7 -7
-5 10 -7 -5 -9 -16 -6 -6
-5 10 -7 -4 -8 -16 -6 -6
-5 10 -7 -4 -9 -16 -7 -7
-6 8 -7 -4 -9 -17 -7 -8
-7 6 -7 -5 -10 -17 -8 -8
-8 6 -8 -6 -11 -18 -9 -9
-7 8 -9 -7 -13 -19 -10 -10
-5 10 -7 -5 -11 -18 -9 -8
-4 13 -6 -4 -9 -18 -8 -6
-4 12 -5 -3 -8 -17 -7 -6
-6 10 -6 -4 -10 -19 -10 -9
-9 7 -7 -5 -11 -20 -11 -10
-10 5 -8 -6 -11 -20 -12 -11
-9 6 -8 -5 -11 -20 -12 -12
-6 10 -6 -3 -9 -19 -11 -11
-3 14 -6 -3 -9 -19 -10 -10
-4 13 -7 -5 -10 -20 -12 -12
-6 12 -7 -6 -12 -21 -13 -13
-6 13 -7 -7 -12 -21 -14 -13
-5 13 -7 -6 -12 -21 -13 -11
-6 12 -7 -6 -11 -21 -13 -10
-6 11 -6 -4 -10 -19 -12 -9
-5 12 -7 -3 -10 -19 -11 -9
-5 13 -6 -3 -9 -18 -9 -8
-6 10 -6 -4 -9 -18 -10 -8
-8 8 -6 -5 -10 -18 -11 -9
-8 8 -5 -4 -9 -18 -10 -9
-7 10 -6 -4 -9 -19 -10 -9
-7 10 -7 -4 -9 -20 -11 -10
-7 11 -7 -5 -10 -19 -10 -9
-6 13 -7 -4 -10 -19 -10 -9
-5 14 -8 -5 -11 -19 -12 -9
-6 11 -7 -5 -11 -19 -13 -11
-10 8 -7 -5 -12 -20 -15 -13
-13 6 -7 -5 -11 -20 -15 -13
-12 8 -8 -6 -10 -19 -14 -13
-8 12 -7 -6 -10 -18 -12 -12
-7 12 -6 -5 -9 -18 -11 -10
-10 8 -7 -5 -10 -19 -12 -10
-11 5 -8 -6 -11 -19 -13 -10
-6 10 -6 -6 -10 -18 -12 -9
2 20 -3 -2 -6 -15 -10 -6
5 23 -2 1 -5 -14 -8 -7
-3 16 -4 0 -8 -15 -9 -8
-7 11 -6 -4 -10 -17 -11 -9
-5 13 -7 -5 -10 -17 -10 -9
-4 15 -6 -4 -9 -16 -9 -7
-6 14 -6 -4 -9 -17 -10 -7
-8 11 -6 -5 -10 -18 -11 -7
-7 11 -7 -6 -11 -18 -11 -8
-6 12 -8 -6 -11 -18 -12 -8
-7 13 -7 -5 -10 -17 -12 -8
-8 13 -6 -4 -9 -17 -12 -8
-8 13 -7 -5 -11 -18 -12 -9
-10 11 -8 -7 -12 -20 -13 -10
-10 10 -9 -9 -13 -20 -13 -10
-5 14 -8 -7 -11 -18 -10 -8
0 20 -7 -5 -8 -15 -7 -5
-2 19 -7 -5 -8 -14 -7 -4
-4 15 -8 -6 -10 -15 -9 -5
-4 15 -8 -6 -10 -16 -9 -6
-3 18 -9 -7 -11 -17 -10 -7
-4 17 -8 -6 -11 -17 -11 -7
-5 15 -8 -5 -10 -16 -11 -8
-6 15 -8 -5 -10 -17 -13 -10
-7 15 -7 -6 -10 -17 -14 -11
-10 14 -9 -8 -13 -20 -16 -12
-12 11 -10 -9 -14 -22 -17 -13
-13 9 -10 -10 -15 -23 -18 -14
-11 11 -11 -10 -15 -23 -19 -15
-5 17 -10 -9 -14 -21 -17 -14
-2 20 -9 -7 -13 -19 -14 -11
-4 16 -9 -8 -13 -19 -13 -11
-8 9 -9 -9 -14 -20 -15 -11
-12 5 -9 -9 -14 -20 -14 -10
-11 7 -8 -9 -13 -19 -13 -8
-5 14 -8 -8 -11 -17 -10 -6
2 20 -7 -6 -10 -15 -8 -3
0 18 -6 -5 -10 -14 -7 0
-5 13 -6 -6 -10 -15 -8 -3
-5 11 -7 -6 -11 -16 -10 -5
-5 10 -5 -5 -10 -16 -10 -6
-8 7 -4 -4 -10 -16 -11 -6
-8 4 -4 -5 -10 -16 -13 -7
-8 2 -5 -5 -11 -17 -13 -8
-8 1 -5 -5 -11 -16 -12 -7
-10 -2 -4 -4 -10 -16 -12 -5
-8 -2 -3 -3 -9 -15 -11 -4
-4 5 -2 0 -6 -12 -7 -3
1 9 -2 0 -5 -11 -7 -3
-4 7 -3 -2 -6 -11 -9 -4
-7 6 -3 -2 -6 -12 -9 -5
-7 7 -3 -2 -6 -12 -9 -5
-5 9 -4 -2 -5 -12 -9 -5
-5 9 -4 -2 -6 -13 -10 -5
-6 10 -2 1 -5 -13 -9 -5
-5 12 2 3 -3 -10 -8 -4
-3 12 4 4 -2 -8 -7 -3
-3 9 6 5 0 -7 -5 0
-5 6 8 7 1 -5 -4 1
-5 7 7 7 1 -5 -3 2
-4 9 5 6 1 -6 -2 2
-5 10 3 5 1 -6 -2 2
-7 9 1 5 1 -6 -3 2
-6 10 -4 2 -2 -7 -4 1
-3 14 -6 0 -3 -8 -4 2
-2 15 -8 -2 -3 -7 -3 3
-2 13 -8 -2 -3 -7 -3 4
-3 9 -10 -3 -3 -7 -4 4
-4 7 -11 -4 -4 -7 -3 5
-4 5 -12 -5 -5 -7 -2 6
-2 4 -12 -4 -5 -7 -3 6
1 6 -12 -4 -4 -6 -2 6
2 8 -11 -3 -3 -5 0 7
2 6 -12 -2 -2 -5 0 7
0 2 -12 -2 -2 -5 0 7
-3 -3 -12 -2 -2 -6 -3 6
-5 -5 -12 -3 -4 -7 -4 5
-4 -2 -11 -2 -3 -6 -3 5
1 4 -8 2 0 -2 1 9
2 6 -7 3 1 0 3 11
0 2 -7 2 1 -2 4 10
-3 -3 -5 1 0 -3 3 9
-2 -5 -3 1 -2 -4 2 8
-2 -4 0 1 -3 -6 -2 7
-5 -7 0 0 -6 -10 -5 4
-8 -10 -2 -3 -8 -12 -7 2
-8 -11 -2 -4 -9 -13 -9 1
-8 -11 0 -4 -10 -14 -9 1
-7 -10 1 -3 -10 -13 -9 0
-5 -7 1 -2 -9 -13 -9 -2
-5 -8 2 -2 -9 -13 -10 -2
-7 -13 2 -2 -9 -14 -12 -3
-10 -18 1 -3 -11 -16 -14 -6
-12 -21 1 -3 -11 -18 -16 -7
-9 -17 3 -2 -11 -17 -15 -6
-2 -7 5 1 -8 -14 -12 -3
3 -4 6 2 -6 -11 -10 -2
-2 -10 4 1 -7 -13 -12 -3
-5 -15 3 0 -9 -15 -13 -4
-6 -15 3 0 -10 -14 -13 -4
-6 -14 4 1 -10 -14 -13 -4
-7 -14 3 -2 -12 -16 -14 -6
-7 -15 4 -2 -12 -16 -15 -7
-7 -16 4 -2 -13 -16 -15 -8
-8 -17 4 -2 -12 -16 -15 -7
-7 -16 3 -2 -12 -16 -16 -8
-5 -14 6 0 -11 -15 -14 -6
-5 -15 7 2 -10 -14 -13 -5
-4 -14 6 1 -11 -15 -14 -7
-5 -13 6 1 -11 -15 -14 -6
-5 -11 5 0 -11 -16 -15 -6
-5 -12 5 0 -10 -15 -14 -5
-7 -16 4 -3 -13 -17 -14 -7
-10 -19 4 -4 -14 -17 -16 -7
-8 -17 4 -3 -13 -17 -16 -7
-3 -13 5 0 -11 -16 -15 -6
-2 -12 6 1 -11 -16 -14 -5
-5 -16 5 0 -11 -17 -15 -7
-6 -17 4 -3 -13 -18 -16 -8
-6 -16 5 -2 -12 -17 -16 -8
-5 -14 5 -2 -12 -17 -16 -9
-5 -11 6 -2 -13 -18 -17 -10
-5 -12 6 0 -12 -16 -16 -9
-5 -14 5 -2 -12 -16 -15 -8
-5 -14 5 -2 -12 -17 -15 -9
-7 -15 6 -2 -13 -18 -17 -9
-9 -17 6 -4 -16 -22 -19 -11
-12 -19 6 -6 -20 -26 -23 -14
-18 -25 5 -8 -22 -30 -26 -17
-22 -29 4 -10 -25 -33 -29 -21
-20 -27 6 -8 -23 -30 -26 -19
-6 -14 11 0 -13 -20 -18 -12
9 2 17 12 1 -7 -10 -6
9 0 20 21 13 5 -6 -5
-2 -12 21 30 25 15 0 -5
-2 -12 21 39 40 32 11 2
6 -4 22 51 58 55 26 12
11 3 18 58 74 78 46 25
16 9 10 62 89 106 70 42
24 20 0 58 100 138 99 61
29 31 -12 44 100 163 126 81
32 39 -26 22 89 178 146 97
36 40 -37 1 75 185 162 108
39 36 -44 -15 65 187 171 114
39 31 -48 -31 47 176 164 111
33 27 -46 -48 21 152 148 101
26 23 -44 -70 -14 112 118 81
17 19 -40 -91 -50 63 81 59
8 14 -40 -109 -85 12 39 32
-2 10 -37 -118 -110 -33 1 8
-8 8 -36 -121 -127 -71 -29 -12
-12 8 -34 -113 -128 -88 -41 -17
-11 9 -35 -99 -114 -86 -41 -19
-7 9 -32 -79 -94 -74 -34 -15
-3 11 -28 -64 -76 -62 -28 -12
-2 9 -25 -54 -63 -51 -24 -11
-4 4 -24 -47 -53 -43 -20 -10
-3 2 -20 -38 -45 -35 -17 -9
2 3 -17 -30 -36 -29 -14 -7
3 2 -14 -23 -29 -25 -11 -7
1 0 -14 -19 -26 -23 -11 -8
0 -2 -11 -15 -23 -21 -10 -7
0 -2 -10 -12 -20 -20 -9 -7
-2 -3 -8 -11 -18 -18 -8 -6
-3 -4 -6 -10 -17 -17 -7 -7
-2 -4 -3 -6 -14 -15 -6 -7
1 -4 1 -4 -12 -13 -6 -7
2 -6 3 -2 -9 -11 -6 -7
2 -7 1 -2 -10 -13 -9 -10
1 -6 1 -2 -11 -14 -11 -11
0 -4 2 1 -10 -14 -11 -13
0 -5 2 2 -9 -14 -11 -13
0 -7 2 2 -8 -14 -11 -13
1 -8 1 1 -9 -15 -12 -13
2 -7 1 0 -9 -15 -11 -13
4 -4 1 1 -10 -15 -11 -15
6 0 1 2 -9 -13 -10 -13
6 0 2 2 -8 -12 -9 -12
4 -5 1 2 -8 -13 -10 -12
1 -8 1 2 -8 -14 -11 -12
2 -7 1 2 -8 -15 -11 -14
4 -6 1 2 -8 -15 -11 -15
3 -5 1 2 -10 -16 -12 -16
1 -6 1 0 -11 -17 -13 -17
-3 -7 0 -2 -11 -18 -14 -18
-4 -8 0 -2 -10 -17 -14 -17
-2 -8 -2 0 -10 -15 -12 -16
1 -8 0 1 -8 -12 -9 -13
3 -9 0 1 -8 -12 -8 -13
4 -8 1 2 -6 -11 -5 -10
7 -5 1 3 -4 -9 -3 -9
9 -2 2 5 -3 -8 -3 -9
7 -4 2 6 -4 -9 -5 -10
4 -6 1 5 -5 -11 -6 -12
6 -3 0 4 -6 -12 -8 -15
7 0 0 3 -6 -12 -8 -16
3 -3 0 3 -6 -13 -8 -16
1 -4 1 2 -6 -12 -7 -15
1 -3 1 3 -6 -11 -7 -14
-2 -3 1 4 -4 -9 -5 -12
-3 -4 1 4 -4 -9 -5 -12
-5 -3 2 6 -3 -8 -4 -12
-5 -3 1 6 -4 -9 -5 -13
-6 -3 0 5 -4 -10 -5 -14
-7 -2 1 6 -3 -10 -4 -14
-7 -2 1 7 0 -8 -3 -12
-10 -2 2 7 2 -5 0 -11
-12 -2 3 6 1 -4 0 -10
-12 -2 2 6 1 -5 -2 -10
-12 -2 3 8 2 -3 1 -9
-11 0 3 8 2 -3 2 -8
-10 1 3 8 2 -4 2 -10
-11 1 2 9 2 -4 3 -10
-13 -2 2 8 2 -4 2 -10
-14 -4 3 7 2 -4 2 -9
-12 -3 2 7 3 -4 1 -11
-10 -2 2 8 4 -2 1 -11
-8 1 2 8 4 -2 1 -11
-8 1 1 7 3 -3 0 -12
-10 1 0 6 1 -5 -3 -13
-10 0 1 8 2 -4 -2 -13
-9 0 0 8 2 -5 -3 -14
-11 0 0 8 3 -5 -2 -14
-13 -2 0 7 3 -4 -2 -14
-13 -2 -2 6 3 -4 -2 -14
-12 1 -2 7 4 -4 1 -13
-9 3 -3 6 5 -2 2 -12
-8 3 -3 7 5 0 3 -11
-7 3 -3 8 5 0 4 -10
-6 4 -4 8 6 2 5 -9
-6 5 -3 9 7 3 7 -8
-7 5 -3 9 7 3 6 -9
-9 4 -3 9 8 3 6 -9
-9 2 -2 9 8 3 6 -10
-10 1 -4 7 7 0 4 -12
-10 1 -5 6 6 -2 1 -13
-10 1 -5 7 7 1 2 -14
-7 3 -4 8 8 3 4 -13
-8 2 -4 8 8 4 5 -13
-11 1 -5 7 7 3 6 -11
-12 1 -6 6 6 3 5 -13
-11 2 -7 7 7 3 5 -13
-7 5 -5 10 10 4 7 -12
-3 9 -5 10 11 5 9 -10
-4 8 -4 11 12 7 10 -10
-7 6 -5 9 11 6 9 -10
-7 6 -6 9 12 7 10 -10
-5 8 -7 8 11 7 10 -10
-6 7 -7 9 12 9 10 -9
-6 6 -8 9 12 9 9 -10
-7 5 -7 9 13 9 10 -10
-8 5 -8 9 13 8 9 -12
-7 6 -8 10 14 9 11 -11
-3 11 -7 10 16 12 14 -9
2 14 -8 10 16 13 14 -9
-2 11 -9 9 15 13 14 -10
-4 9 -8 10 16 14 15 -9
-2 10 -7 11 17 15 16 -8
-2 10 -8 11 18 15 16 -8
-4 11 -9 11 18 16 16 -7
-3 15 -9 11 18 17 16 -7
-2 15 -9 11 20 18 17 -8
-4 15 -9 12 19 18 16 -10
-5 15 -9 12 19 17 15 -12
-5 14 -9 12 20 18 15 -11
-5 14 -10 11 21 20 18 -9
-4 14 -10 11 22 21 21 -7
-3 15 -11 9 21 22 22 -6
-2 15 -11 10 22 23 22 -5
0 16 -12 10 22 23 21 -6
0 17 -12 12 24 24 21 -7
2 19 -11 13 25 25 23 -6
1 20 -11 14 26 26 25 -4
-3 19 -12 13 26 27 26 -4
-3 17 -12 12 26 28 27 -3
0 18 -12 11 26 29 28 -2
2 19 -12 11 26 31 29 0
2 20 -12 11 26 31 29 -2
3 20 -13 12 27 31 30 -2
4 22 -14 13 27 31 30 -2
5 24 -15 13 26 30 30 -2
5 25 -15 13 27 30 30 -2
3 25 -15 13 27 30 29 -2
2 23 -15 12 27 31 31 -2
0 21 -14 11 28 32 33 0
-3 20 -16 9 26 32 32 0
-3 21 -17 7 24 29 29 -4
2 25 -18 7 24 28 29 -4
5 28 -18 8 24 28 29 -4
4 30 -18 7 22 26 28 -5
2 27 -18 6 20 24 26 -6
-2 23 -19 5 17 20 22 -8
-3 20 -18 5 18 20 22 -7
1 20 -17 5 19 21 25 -5
6 24 -15 6 20 24 30 0
8 26 -16 5 19 23 31 1
6 21 -14 5 18 23 31 0
3 14 -15 4 16 20 30 -2
1 11 -13 5 15 18 31 0
2 10 -12 4 13 17 30 1
3 8 -13 3 11 16 28 -2
4 5 -12 3 9 13 26 -4
4 3 -13 2 8 9 23 -6
2 1 -12 2 8 8 21 -8
-5 -5 -13 0 5 5 19 -11
-8 -10 -13 -2 3 3 17 -11
-6 -11 -12 -2 3 3 17 -11
0 -8 -9 0 4 4 18 -11
7 -5 -6 3 6 6 21 -8
11 -5 -6 3 5 5 20 -6
9 -10 -4 3 4 3 20 -6
4 -15 -5 2 2 0 18 -9
1 -17 -5 3 2 0 17 -9
2 -19 -5 2 1 -2 15 -11
1 -20 -5 2 1 -3 15 -11
1 -20 -5 3 1 -2 15 -10
4 -17 -4 2 1 0 16 -10
6 -17 -4 1 1 -2 17 -9
4 -21 -4 0 0 -4 16 -9
1 -27 -5 -2 -2 -6 15 -12
1 -29 -3 1 -2 -6 14 -12
2 -26 -2 2 0 -5 13 -14
1 -26 -3 2 -2 -7 11 -15
1 -27 -4 1 -4 -8 10 -16
3 -26 -4 0 -3 -7 11 -15
3 -25 -4 1 -2 -6 12 -14
2 -27 -4 0 -2 -6 12 -15
0 -29 -3 0 -3 -7 11 -15
1 -27 -3 0 -4 -8 10 -16
3 -25 -2 0 -4 -9 9 -16
5 -24 0 1 -4 -9 10 -15
6 -23 -2 2 -4 -9 10 -14
4 -24 -3 1 -5 -10 9 -14
2 -27 -4 -2 -6 -11 9 -15
3 -27 -3 -2 -5 -11 9 -15
3 -26 -3 -2 -6 -11 9 -16
3 -27 -3 -2 -6 -12 7 -18
2 -28 -4 -4 -7 -14 5 -21
2 -29 -4 -2 -5 -12 6 -20
3 -29 -5 -3 -5 -12 6 -21
3 -28 -4 -2 -5 -13 6 -20
4 -25 -4 0 -5 -13 5 -21
3 -24 -4 -2 -6 -13 5 -21
2 -26 -5 -3 -6 -12 5 -21
1 -27 -6 -3 -6 -12 6 -20
3 -25 -5 -2 -4 -11 9 -18
7 -25 -4 1 -2 -9 10 -18
6 -27 -4 1 -2 -9 9 -18
5 -28 -4 0 -3 -10 8 -19
6 -26 -3 1 -2 -8 10 -17
7 -23 -3 0 -3 -8 10 -17
6 -23 -4 0 -4 -10 8 -19
4 -24 -5 0 -4 -10 8 -19
4 -25 -6 -2 -5 -11 7 -20
3 -26 -7 -3 -5 -12 6 -20
2 -27 -6 -3 -4 -12 6 -21
3 -27 -6 -3 -5 -13 5 -22
3 -27 -5 -4 -5 -13 6 -22
3 -27 -5 -5 -6 -12 6 -22
2 -27 -5 -4 -5 -11 7 -22
3 -26 -5 -3 -5 -11 7 -22
7 -22 -5 1 -3 -9 8 -21
11 -20 -3 3 0 -8 8 -20
8 -23 -2 2 -2 -9 7 -21
4 -28 -4 -2 -3 -10 6 -21
4 -29 -6 -3 -5 -10 7 -21
7 -26 -4 -2 -3 -7 10 -18
10 -23 -3 0 -2 -5 12 -17
10 -22 -4 0 -2 -5 12 -17
7 -24 -4 0 -2 -6 10 -18
5 -25 -4 0 -2 -7 10 -18
9 -22 -4 2 0 -7 11 -17
11 -18 -3 2 0 -6 11 -17
10 -19 -3 1 -2 -8 8 -19
7 -21 -3 1 -2 -8 9 -20
4 -23 -2 1 0 -7 10 -20
1 -24 -3 -2 -3 -7 9 -21
-2 -23 -3 -2 -3 -7 9 -21
-2 -21 -3 0 -2 -6 10 -21
-2 -20 -2 2 0 -5 11 -19
-3 -22 1 4 2 -4 12 -17
-5 -24 1 4 2 -4 13 -16
-6 -27 0 3 0 -5 12 -18
-9 -29 -2 2 -3 -6 12 -18
-10 -30 -3 1 -4 -6 11 -18
-6 -25 -3 0 -3 -5 11 -18
2 -17 -2 1 0 -4 12 -17
5 -12 -2 1 0 -3 12 -17
3 -16 -2 1 0 -6 11 -18
1 -18 -4 -2 -4 -8 8 -20
0 -17 -4 -2 -4 -8 7 -20
-2 -17 -3 0 -4 -8 9 -19
1 -18 -2 1 -4 -7 11 -18
2 -22 1 2 -3 -6 12 -17
0 -24 0 0 -3 -6 10 -19
-2 -24 -2 -3 -4 -8 8 -21
0 -24 0 -2 -3 -7 9 -20
0 -23 -2 -2 -4 -7 9 -20
1 -22 0 -2 -4 -7 9 -21
1 -21 0 0 -4 -8 8 -21
1 -21 0 0 -4 -8 8 -22
1 -20 0 0 -5 -8 8 -22
2 -20 -2 -2 -6 -9 6 -23
3 -21 -2 -2 -6 -9 6 -22
3 -21 -2 -2 -6 -8 7 -20
3 -21 -2 -3 -6 -8 7 -19
2 -21 0 -2 -6 -8 8 -18
2 -22 0 -3 -7 -10 6 -20
1 -22 -2 -4 -7 -11 5 -22
1 -22 -2 -3 -7 -11 4 -23
1 -20 0 -2 -7 -11 4 -24
2 -18 -2 -2 -7 -11 3 -24
3 -17 -3 -3 -8 -11 3 -24
4 -17 -3 -4 -7 -10 4 -22
3 -17 -4 -5 -8 -11 4 -22
1 -19 -3 -6 -8 -12 4 -22
2 -20 -3 -6 -9 -12 5 -22
